PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
11769,85869687,44534885,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC=C2CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,68
11770,85869688,44534887,COCCNCC1=CC(=CC=C1)C2=CC=CC=C2CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,51
11771,85869689,44534889,C1CN(CCC1N(CC2=CC=CC=C2C3=CC=CC(=C3)CNCCC4=CC=CC=C4)C(=O)NC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,59
11772,85869690,44534891,C1CCC(C1)NCC2=CC(=CC=C2)C3=CC=CC=C3CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,84
11773,85869691,44534893,C1CN(CCC1N(CC2=CC=CC=C2C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,64
11774,85869692,44534895,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=CC(=C3)CN)C(=O)NC4=CC=CC=C4)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,8
11775,85869693,44534897,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,89
11776,85869694,44534899,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,95
11777,85869695,44534901,COCCNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,65
11778,85869696,44534903,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=CC(=C3)CNCCC4=CC=CC=C4)C(=O)NC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,87
11779,85869697,44534905,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C(=O)NC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,95
11780,85869698,44534907,C1CCC(C1)NCC2=CC=C(C=C2)C3=CC=CC(=C3)CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,96
11781,85869699,44534909,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,84
11782,85869700,44534911,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,82
11783,85869701,44534913,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(CCN(C)C)C(=O)NC3=CC=CC=C3.C(=O)(C(F)(F)F)O,Active,,,,62
11784,85869702,44534915,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(CCCN3CCN(CC3)C)C(=O)NC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active,,,,76
11785,85869703,44534917,CN1CCN(CC1)CCCN(CC2=CC(=CC=C2)C3=CC=CC(=C3)CNCCC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,82
11786,85869704,44534919,CN1CCN(CC1)CCCN(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,91
11787,85869705,44534921,CN1CCN(CC1)CCCN(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,69
11788,85869706,44534923,CC(C)CNCC1=CC(=CC=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,61
11789,85869707,44534925,CC(C)CNCC1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,61
11790,85869708,44534927,COCCNCC1=CC(=CC=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,45
11791,85869709,44534929,COCCNCC1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,39
11792,85869710,44534931,C1CCC(C1)NCC2=CC(=CC=C2)C3=CC=C(C=C3)CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,67
11793,85869711,44534933,C1CCC(C1)NCC2=CC=C(C=C2)C3=CC=C(C=C3)CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,61
11794,85869712,44534935,C1CN(CCC1N(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,65
11795,85869713,44534937,C1CN(CCC1N(CC2=CC=C(C=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Inactive,,,,41
11796,85869714,44534939,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNC4CCCC4)C(=O)NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,76
11797,85869715,44534941,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,87
11798,85869716,44534943,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,77
11799,85869717,44534945,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC=C2CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,82
11800,85869718,44534947,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC=C2CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,94
11801,85869719,44534949,C1CN(CCC1N(CC2=CC=CC=C2C3=CC=CC(=C3)CNCCC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,88
11802,85869720,44534951,C1CN(CCC1N(CC2=CC=CC=C2C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,91
11803,85869721,44534953,C1CCC(C1)NCC2=CC(=CC=C2)C3=CC=CC=C3CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NCCC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,87
11804,85869722,44534955,C1CCC(C1)NCC2=CC=C(C=C2)C3=CC=CC=C3CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NCCC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,95
11805,85869723,44534957,C1CN(CCC1N(CC2=CC=CC=C2C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NCCC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,77
11806,85869724,44534959,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,94
11807,85869725,44534961,COCCNCC1=CC=C(C=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,90
11808,85869726,44534963,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,91
11809,85869727,44534965,C1CCC(C1)NCC2=CC=C(C=C2)C3=CC=CC(=C3)CN(C4CCN(CC4)CC5=CC=CC=C5)C(=O)NCCC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,84
11810,85869728,44534967,C1CN(CCC1N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NCCC6=CC=CC=C6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,70
11811,85869729,44534969,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(CCN(C)C)C(=O)NCCC3=CC=CC=C3.C(=O)(C(F)(F)F)O,Active,,,,83
11812,85869730,44534971,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC(=C2)CN(CCN(C)C)C(=O)NCCC3=CC=CC=C3.C(=O)(C(F)(F)F)O,Inactive,,,,37
11813,85869731,44534973,CC(C)CNCC1=CC(=CC=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,47
11814,85869732,44534975,CC(C)CNCC1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NCCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,62
11815,85869733,44534977,CC(CNC1=CC(=O)C2=CC=CC=C2N1)CNC(=O)C3=CC4=C(N3)C=C(C=C4Cl)Cl.C(=O)(C(F)(F)F)O,Inactive,,,,11
11816,85869734,44534979,C1CCC(CC1)NC(=O)N(CC2=CC=CC=C2C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,92
11817,85869735,44534981,CN(C)CCN(CC1=CC=CC=C1C2=CC=C(C=C2)CNCCC3=CC=CC=C3)C(=O)NC4CCCCC4.C(=O)(C(F)(F)F)O,Active,,,,89
11818,85869736,44534983,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,87
11819,85869737,44534985,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC(=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,88
11820,85869738,44534987,C1CCC(CC1)NC(=O)N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,93
11821,85869739,44534989,C1CCC(CC1)NC(=O)N(CC2=CC(=CC=C2)C3=CC=CC(=C3)CNC4CCCC4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,90
11822,85869740,44534991,C1CCC(CC1)NC(=O)N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNC4CCCC4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,89
11823,85869741,44534993,C1CCC(CC1)NC(=O)N(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C6CCN(CC6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,59
11824,85869742,44534995,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CN(CCCN3CCN(CC3)C)C(=O)NC4CCCCC4.C(=O)(C(F)(F)F)O,Active,,,,84
11825,85869743,44534997,CC(C)CNCC1=CC(=CC=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,51
11826,85869744,44534999,CC(C)CNCC1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,88
11827,85869745,44535001,COCCNCC1=CC(=CC=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Inactive,,,,31
11828,85869746,44535003,COCCNCC1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3CCN(CC3)CC4=CC=CC=C4)C(=O)NC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,84
11829,85869747,44535005,C1CCC(CC1)NC(=O)N(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNC4CCCC4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,59
11830,85869748,44535007,C1CCC(CC1)NC(=O)N(CC2=CC=C(C=C2)C3=CC=C(C=C3)CNC4CCCC4)C5CCN(CC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Active,,,,86
11831,85869749,44535009,C1CCC(CC1)NC(=O)N(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C6CCN(CC6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,72
11832,85869750,44535011,C1CCC(CC1)NC(=O)N(CC2=CC=C(C=C2)C3=CC=C(C=C3)CNCC4=CC5=C(C=C4)OCO5)C6CCN(CC6)CC7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active,,,,72
11833,85869751,44535013,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)NC6CCCCC6.C(=O)(C(F)(F)F)O,Active,,,,92
11834,85869752,44535015,CN1CCN(CC1)CCCNCC2=CC(=CC=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,20
11835,85869753,44535017,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=C(C(=CC=C4)F)F)O.C(=O)(C(=O)O)O,Active,,,,85
11836,85869754,44535019,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=C(C=C(C=C4)F)F)O.C(=O)(C(=O)O)O,Active,,,,68
11837,85869755,44535021,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NCC4CCN(CC4)CC5CCN(CC5)C(=O)/C=C/C6=CC(=C(C=C6)Cl)Cl)C=C2,Active,,,,70
11838,85869756,44535022,CC1=CC(=C2C(=N1)C=CC=N2)NC(=O)NC3=CC(=C(C=C3)OC)CN4C=CN=C4,Inactive,,,,41
11839,85869757,44535023,CSC1=C(NC2=CC=CC=C21)CNCCCNC3=CC(=O)C4=CC=CC=C4N3,Inactive,,,,21
11840,85869758,44535024,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=C(C=C5Cl)Cl)O.C(=O)(C(=O)O)O,Active,,,,86
11841,85869759,44535026,CC(C)(CNCC1=CC=C(C=C1)OCCCN(C)C)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,58
11842,85869760,44535027,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(N4)C=C(C=C5)F)O.C(=O)(C(=O)O)O,Inactive,,,,4
11843,85869761,44535029,C1CN(CCC1CN2CCC(CC2)C3=C(NC4=CC=CC=C43)Br)C(=O)/C=C/C5=CC(=C(C=C5)Cl)Cl,Active,,,,99
11844,85869762,44535030,C1CN(CCC1CN2CCC(CC2)C3=C(NC4=CC=CC=C43)C5=CC=CC=C5)C(=O)/C=C/C6=CC(=C(C=C6)Cl)Cl,Active,,,,99
11845,85869763,44535031,C1CN(CCC1CN2CCC(CC2)C3=C(NC4=CC=CC=C43)C5=CC=C(C=C5)F)C(=O)/C=C/C6=CC(=C(C=C6)Cl)Cl,Active,,,,98
11846,85869764,44535032,C1CC2=C3C(=CC=C2)NC(=O)C3(C1)CCCCN4CCC(CC4)C5=C(NC6=CC=CC=C65)C7=CC=CC=C7,Inactive,,,,33
11847,85869765,44535033,C1CC2=C3C(=CC=C2)NC(=O)C3(C1)CCCCN4CCC(CC4)C5=C(NC6=CC=CC=C65)C7=CC=C(C=C7)F,Inactive,,,,28
11848,85869766,44535034,CC1=C(C(=CC=C1)F)OCCNC2CCN(CC2)C[C@@H](C3=C4C=C(C=CC4=NC=C3)OC)O.C(=O)(C(=O)O)O,Active,,,,95
11849,85869767,44535036,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=C(C=CC(=C4)C(F)(F)F)F)O.C(=O)(C(=O)O)O,Active,,,,83
11850,85869768,44535038,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=C(C=C(C=C4)F)[N+](=O)[O-])O.C(=O)(C(=O)O)O,Active,,,,92
11851,85869769,44535040,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=C(C=C(C=C4)F)Cl)O.C(=O)(C(=O)O)O,Active,,,,85
11852,85869770,44535042,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=CC=CC(=C4Cl)C(F)(F)F)O.C(=O)(C(=O)O)O,Active,,,,98
11853,85869771,44535044,COC1=C(C=CC(=C1)N(CC2=CC=C(C=C2)F)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4)OCCN5CCCC5.Cl,Inactive,,,,4
11854,85869772,44535046,CC1=C2C(=CC=C1)C3=C(N2)C4(C5=C(C=CC(=C5)OC(F)(F)F)NC4=O)NC(C3)C(=O)NC,Active,,,,50
11855,85869773,44535047,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(N4)C=C(C=C5F)F)O.C(=O)(C(=O)O)O,Active,,,,64
11856,85869774,44535048,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=CC(=C(C=C5N4)F)F)O.C(=O)(C(=O)O)O,Inactive,,,,36
11857,85869775,44535050,COC1=NC2=C(C=CN=C2C=C1)NC(=O)N3CCC(CC3)NCCOC4=CC(=CC(=C4)F)F.C(=O)(C(=O)O)O,Inactive,,,,38
11858,85869776,44535052,CCN(CC)CCOC1=C(C=C(C=C1)N(CC2=CC=C(C=C2)C(C)(C)C)C(=O)C3=CC=C(C=C3)CC4=CC=CC=C4)OC.Cl,Active,,,,73
11859,85869777,44535054,CC(C)N(CCOC1=C(C=CC(=C1)NC(=O)/C=C/C2=C(C=CC(=C2)Br)F)OC)C(C)C.C(=O)(C(F)(F)F)O,Inactive,,,,14
11860,85869778,44535056,CC(C)N(CCOC1=C(C=CC(=C1)NC(=O)/C=C/C2=CC(=CC(=C2)F)C(F)(F)F)OC)C(C)C.C(=O)(C(F)(F)F)O,Inactive,,,,21
11861,85869779,44535058,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=CC=CC=C5N4)O.C(=O)(C(=O)O)O,Active,,,,55
11862,85869780,44535060,COC1=NC2=C(C=CN=C2C=C1)NC(=O)N3CCC(CC3)NCC4=CC5=CC=CC=C5N4.C(=O)(C(=O)O)O,Inactive,,,,29
11863,85869781,44535062,CC(C)(CNCC1=CC(=C(C=C1)F)F)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,89
11864,85869782,44535063,C1=CC=C2C(=C1)C(=O)C=C(N2)NCCCNCC3=CSC(=C3SC4=CC=C(C=C4)Cl)Br.Cl,Active,,,,83
11865,85869783,44535065,CC(C)(CN)C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Br)OC.Cl,Active,,,,95
11866,85869784,44535067,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC(=O)NC4=CC(=CC(=C4)F)F)O.C(=O)(C(=O)O)O,Inactive,,,,28
11867,85869785,135452959,CC(C)[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=C2C=CC(=C3)O)C4=CC=CC=C4)CN5CCC(CC5)N6CCCCC6,Active,,,,73
11868,85869786,10304301,COC1=CC(=NC2=CC=CC=C21)NCCCNCC3=CN(C4=CC=CC=C43)CC5=CC(=CC(=C5)Br)Br,Active,,,,85
11869,85869787,44535069,CC(=O)NC1=CC=C(C=C1)CNCCC2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,,,,31
11870,85869788,44535070,C1CC(CCC1CNCCCC2=CC=CC=C2)CNC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,,,,13
11871,85869789,44535071,CC(C)(CN)C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Br)O.Cl,Active,,,,97
11872,85869790,44535072,CC(CNCC1=CN(C2=CC=CC=C21)CC3=CC(=CC(=C3)Br)Br)CNC4=CC(=O)C5=CC=CC=C5N4,Active,,,,50
11873,85869791,44535073,CC1=CC2=C(C=C1)SC(=C2)CNC3CCN(CC3)C[C@@H](C4=C5C=C(C=CC5=NC=C4)OC)O.C(=O)(C(=O)O)O,Active,,,,74
11874,85869792,44535075,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(O4)C(=CC=C5)OC)O.C(=O)(C(=O)O)O,Active,,,,81
11875,85869793,44535077,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=CC=CC=C5S4)O.C(=O)(C(=O)O)O,Active,,,,53
11876,85869794,44535079,C1CC2=CC=CC=C2C(=O)C1CCN3CCC(=CC3)C4=CNC5=CC=CC=C54,Active,,,,83
11877,85869795,44535080,CC(C)(C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Cl)O)NCC4=NC=CN4.Cl,Active,,,,97
11878,85869796,44535081,CC(C)(CNCC1=CC(=CC=C1)OC)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,98
11879,85869797,44535082,CC(C)(CNCC1=CC(=C(C=C1)Cl)Cl)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,97
11880,85869798,44535083,CC(C)(CNCC1=CC=C(C=C1)C(F)(F)F)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,98
11881,85869799,44535084,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C=C(C(=O)N4C3=CC(=N4)C5=CC=CC=C5)CC6=CN(N=C6)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,,,,74
11882,85869800,44535086,CCN(CC)CCN(CC1=CN=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C=C(C(=O)N4C3=CC(=N4)C5=CC=CC=C5)CC6=CN(N=C6)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,,,,95
11883,85869801,44535088,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=CC(=C5)OC(F)(F)F)O.C(=O)(C(=O)O)O,Active,,,,82
11884,85869802,44535090,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=CC(=C5)[N+](=O)[O-])O.C(=O)(C(=O)O)O,Active,,,,57
11885,85869803,44535092,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=C(C=C5)Cl)O.C(=O)(C(=O)O)O,Active,,,,61
11886,85869804,44535094,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=CC=C5Cl)O.C(=O)(C(=O)O)O,Active,,,,74
11887,85869805,44535096,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=C(C=C5)C#N)O.C(=O)(C(=O)O)O,Inactive,,,,39
11888,85869806,44535098,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)C=CC(=C5)Cl)O.C(=O)(C(=O)O)O,Active,,,,64
11889,85869807,44535100,COC1=C(C=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl)OCCN3CCC(CC3)N4CCCCC4,Inactive,,,,49
11890,85869808,44535101,C1=CC(=CC(=C1)NCC2=CC=C(C=C2)CNC3=CC=C(C=C3)C4=CSC(=N4)N=C(N)N)C5=CSC(=N5)N=C(N)N,Active,,,,99
11891,85869809,44535102,CC(C)(CNC(=O)C1=CCCN(C1)C)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,96
11892,85869810,44535104,COC1=C(C=CC(=C1)NC(=O)C2=CC3=C(C=C2)OC4=CC=CC=C43)OCCN5CCCCC5.Cl,Inactive,,,,11
11893,85869811,44535106,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC(CC4=CC=CC=C4)O)O.C(=O)(C(=O)O)O,Inactive,,,,6
11894,85869812,44535108,C1=CC=C(C=C1)CCCNCCC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl,Active,,,,99
11895,85869813,44535109,C1CC(CCC1CNCCC2=CC=CC=C2)CNC(=O)NC3=CC(=C(C=C3)Cl)Cl,Inactive,,,,-3
11896,85869814,44535110,C1CC(CCC1CNCCCC2=CC=CC=C2)CNC(=O)NC3=CC(=C(C=C3)Cl)Cl,Inactive,,,,2
11897,85869815,44535111,C1=CC=C(C=C1)C2=CC=C(C=C2)CNCCCCCCNC(=O)NC3=CC(=C(C=C3)Cl)Cl,Inactive,,,,2
11898,85869816,44535112,CC(C)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)CCNCCCC3=CC=CC=C3,Active,,,,56
