PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
189,85858106,44521966,COC1=CC=CC=C1NC(=O)CSC2=NC3=C(N2C4=CC=CC=C4OC)N=CC=C3,Active,,,,91
190,85858107,43814241,CCC1=CC(=C(S1)NC(=O)CN2CCN(CC2)C(=O)C3=CC=CO3)C(=O)C4=CC=CC(=C4)C,Active,,,,85
191,85858108,43812832,COC1=CC=CC=C1N2C3=C(C=CC=N3)N=C2SCC(=O)NC4=CC=CC=C4F,Active,,,,88
192,85858109,43814299,C1CC(N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3C4=CC=CC=C4,Active,,,,90
193,85858110,3691378,CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NC3=C(N2C4CCCCC4)N=CC=C3,Active,,,,78
194,85858111,2920571,CCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,Active,,,,74
195,85858112,1457575,CC1=CC(=CC=C1)NC(=O)N(CC2=CC3=CC(=CC(=C3NC2=O)C)C)C4CC4,Active,,,,94
196,85858113,655382,CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2C)C3=CC(=C(C(=C3)OC)O)OC,Inactive,,,,2
197,85858114,2928736,CCCCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)Cl,Active,,,,90
198,85858115,2920684,CC1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C4CCCCC4,Active,,,,59
199,85858116,1104245,CC1=C(C=C(C=C1)N2N=C3C=CC(=CC3=N2)NC(=O)C4=CC=C(O4)[N+](=O)[O-])C,Active,,,,95
200,85858117,2905769,CC1CC(CN(C1)C(=O)C2=C(C=C(C=C2)SC)OC)C,Active,,,,66
201,85858118,1931935,CC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])Cl,Active,,,,97
202,85858119,1347726,COC1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3)OC,Inactive,,,,45
203,85858120,2900760,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC(=C(C=C3)[N+](=O)[O-])NC4CC4)Br,Active,,,,68
204,85858121,44521967,CC1=CC2=C(C=C(N=C2C=C1)C)NC3=CC=CC=C3O.Cl,Inactive,,,,6
205,85858122,17369361,CCN(CC1=CC=CC=C1)C2CCN(CC2)CC3=C(C=CC(=C3)Br)O.C(=O)(C(=O)O)O,Active,,,,97
206,85858123,697225,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)NCC3=CC=CC=C3,Inactive,,,,18
207,85858124,659917,CCCCNC1=NC(=NC(=C1)C)NCC2=CC=CC=C2,Inactive,,,,37
208,85858125,1129476,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3=C(C=CC(=C3)OC)OC,Inactive,,,,25
209,85858126,1069570,C1=CC=C(C=C1)C2=NC(=CC(=N2)C(F)(F)F)C3=C(C=CC(=C3)Cl)O,Active,,,,92
210,85858127,2945545,C1CCN(C1)C2=C(C=C(C=C2)C3=NNC(=O)C4=CC=CC=C43)[N+](=O)[O-],Inactive,,,,39
211,85858128,2907903,C1=CC=C2C(=C1)NC(=N2)C(=CC3=CC(=CC=C3)[N+](=O)[O-])NC(=O)C4=CC(=CC=C4)Br,Active,,,,88
212,85858129,4429279,C1CCC2=C(C1)C(=NN(C2=O)CCC#N)C3=CC=C(C=C3)Cl,Inactive,,,,32
213,85858130,2843890,C1=CC=C(C=C1)C2N=C(N=C(N2C3=CC=CC=C3)N)N.Cl,Active,,,,85
214,85858131,44521968,COC1=C(C=C(C=C1)C2N=C(N=C(N2C3=CC=C(C=C3)Cl)N)N)OC.Cl,Inactive,,,,4
215,85858132,307631,C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-])Cl,Active,,,,86
216,85858133,311044,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)N(CC(C2=CC=CC=C2)O)C3CCCCC3,Active,,,,98
217,85858134,4465955,C1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-])C(F)(F)F,Active,,,,100
218,85858135,306337,C1=CC(=CC(=C1)NC(=O)NC2=CC(=CC=C2)[N+](=O)[O-])C(F)(F)F,Active,,,,81
219,85858136,24213637,CC1=CC=C(C=C1)N2C(N=C(N=C2N)N)C3=CC=CC=C3.Cl,Inactive,,,,1
220,85858137,1306256,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3S2)NC(=O)C(Cl)(Cl)Cl,Active,,,,99
221,85858138,2947577,C1=CC(=CC(=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])NCCN)C(F)(F)F,Inactive,,,,33
222,85858139,2944067,COC1=CC=CC(=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])NC(=O)CN3CCC4=CC=CC=C4C3,Inactive,,,,37
223,85858140,2943835,CCC(CC)N1CCN(CC1)CC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=CC(=CC=C3)OC,Inactive,,,,35
224,85858141,1078111,CCN(CC)CCCN1C(=C(C2=NC(=C(N=C21)C#N)C#N)C3=NC4=CC=CC=C4N3)N,Active,,,,99
225,85858142,2941334,CCC(C)C1=CC(=C(C=C1)O)NC(=O)C2=CC(=CN=C2)Br,Inactive,,,,16
226,85858143,836312,CC1=CC=C(C=C1)OCC(=O)NC2=CC(=C(C=C2OC)OC)Cl,Active,,,,90
227,85858144,1307409,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)NC(=O)COC4=CC=CC(=C4)[N+](=O)[O-],Inactive,,,,5
228,85858145,888384,CCOC1=C(C=C(C=C1)C(=O)NC2=C(C=CC(=C2)Cl)O)Cl,Active,,,,84
229,85858146,2932497,CC(C(=O)N1CCC2=CC=CC=C21)OC3=CC(=CC=C3)Cl,Active,,,,77
230,85858147,1568328,CCCCC(=O)NC1=NC2=C(S1)C=C(C=C2)[N+](=O)[O-],Active,,,,69
231,85858148,2919680,CC(C)(C)C(=O)N1CCN(CC1)C2=CC(=C(C=C2)[N+](=O)[O-])NC3CC3,Active,,,,97
232,85858149,2915914,C1C(N(N=C1C2=CC=CS2)C(=O)C3=CC=CS3)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,,,,27
233,85858150,40569558,C1=CC=C(C(=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)Cl)O,Active,,,,85
234,85858151,2907053,C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])NCCN,Inactive,,,,7
235,85858152,2906963,CC1=CC(=NC=C1)NC(C2=CC(=C(C=C2)Cl)[N+](=O)[O-])C3=C(C4=C(C=CC=N4)C=C3)O,Active,,,,57
236,85858153,1207571,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)NC(=O)C4=CC(=CN=C4)Br,Inactive,,,,49
237,85858154,4916221,C1=CC(=C(C=C1NC(=O)C2=CC(=CC3=C2NN=C3)[N+](=O)[O-])Cl)Br,Active,,,,63
238,85858155,4916219,C1=CC(=C(C=C1NC(=O)C2=CC(=CC3=C2NN=C3)[N+](=O)[O-])Cl)F,Active,,,,67
239,85858156,1521317,CC(C)(C)NC1=NC(=NC(=N1)NC2=CC(=CC=C2)[N+](=O)[O-])N3C=CN=C3,Inactive,,,,41
240,85858157,4427338,CC1=C(C=CC(=C1)OC(C)C(=O)N2CCC3=CC=CC=C32)Cl,Active,,,,54
241,85858158,135531039,COC1=CC(=C(C=C1)C=C2C(=NC3=CC=CC=C3)NC(=O)S2)OC,Active,,,,89
242,85858159,1356045,C1=CC(=CC=C1C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])Br,Inactive,,,,21
243,85858160,2842446,COC1=C(C=C(C=C1)C2(CCCC2)CNCC(C3=CC(=CC=C3)[N+](=O)[O-])O)OC,Active,,,,85
244,85858161,1036398,CCC1=CC(=C(C=C1OC)O)C2=NNC(=C2C3=CC=CC=C3)C(F)(F)F,Unspecified,,,,
245,85858162,2871881,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C4=CC=CC=C4,Active,,,,63
246,85858163,2953068,COC1=CC=CC=C1C2CC(=NN2C(=O)C3=CC=CC=C3)C4=CC=CC=C4,Active,,,,93
247,85858164,4134388,C1=CC(=CC=C1NC(=O)NC2=NC3=C(S2)C=C(C=C3)Cl)[N+](=O)[O-],Inactive,,,,33
248,85858165,1104231,CC1=CC(=C2C(=C1)N=C(O2)C3=C(C(=CC=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])C)C,Active,,,,67
249,85858166,3113152,COC1=CC=C(C=C1)C2CC(=NN2C(=O)C3=CC=C(O3)Br)C4=CC=CC=C4,Inactive,,,,45
250,85858167,2193184,CCCC(=O)NC1=CC(=C(C=C1)Cl)NC(=O)COC2=C(C=CC(=C2)C)C(C)C,Active,,,,67
251,85858168,1310650,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C(Cl)(Cl)Cl,Active,,,,100
252,85858169,736311,CC(=O)OC1=CC(=CC2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)Cl,Inactive,,,,47
253,85858170,4307460,CC(COC)N1C(=O)C2=CC=CC=C2N=C1SC(C)C(=O)NC3=C(C=CC(=C3)[N+](=O)[O-])Cl,Active,,,,94
254,85858171,2124621,C1=CC=C2C(=C1)C(=CN2)C(=O)CSC3=NNC(=N3)C4=CC=CC=C4Br,Active,,,,95
255,85858172,44521969,C1CCC(CC1)NCC(=O)NC2=CC=CC(=C2)C(=O)NC3=CC=CC(=C3)C(F)(F)F.C(=O)(C(=O)O)O,Active,,,,80
256,85858173,4362821,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)CN4CCN(CC4)C(=O)C5=CC=CO5,Active,,,,96
257,85858174,135415440,CC1=CC=C(C=C1)NC2=CC(=NN2C3=NC(=CC(=O)N3)C)C,Active,,,,95
258,85858175,4467446,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)[N+](=O)[O-],Active,,,,100
259,85858176,2107723,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCC5=CC=CC=C54)OC,Inactive,,,,48
260,85858177,2084185,COC1=CC=C(C=C1)N(CC=C)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC=CC(=C3)C#N,Active,,,,73
261,85858178,2084463,CN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC=CC(=C3)C#N,Active,,,,58
262,85858179,44521970,CC1=C(C(=CC=C1)N2CCN(CC2)CC3=C(C=CC(=C3)Cl)O)C.C(=O)(C(=O)O)O,Active,,,,96
263,85858180,3160511,C1COCCN1CCCNC(=O)C2=CSC(=N2)NC3=CC(=C(C=C3)Cl)Cl,Inactive,,,,23
264,85858181,1271219,CC(C)(C)C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4N3,Active,,,,62
265,85858182,599579,C1CC(CN(C1)C(=O)C2=C(C=C(C=C2)Cl)Cl)C(F)(F)F,Inactive,,,,47
266,85858183,1096742,CN(C)CCNC(=O)C1=CSC(=N1)NC2=CC(=C(C=C2)Cl)Cl,Active,,,,100
267,85858184,846186,CC1=NC2=C(N1)C=C(C=C2)C3=NC4=C(N3)C=C(C=C4)N,Active,,,,80
268,85858185,23879868,C1CC1NC(=O)C2=CC(=C(C=C2)N3CCC(CC3)CC4=CC=CC=C4)[N+](=O)[O-],Active,,,,83
269,85858186,4144968,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)NC(=O)C4=CC=C(S4)Cl,Inactive,,,,34
270,85858187,5223439,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)NC(=O)C4=CC=C(S4)[N+](=O)[O-],Active,,,,77
271,85858188,998462,C1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)COC4=CC=C(C=C4)[N+](=O)[O-],Inactive,,,,-3
272,85858189,135857455,COC1=CC(=C(C=C1)C2=C(C(=NC=N2)C(F)(F)F)C3=CC=C(C=C3)Cl)O,Inactive,,,,22
273,85858190,1180565,CN(C)CCCN1C(=C(C2=NC(=C(N=C21)C#N)C#N)C3=NC4=CC=CC=C4N3)N,Active,,,,101
274,85858191,2953078,C1CC(OC1)CNC2=NC(=NC3=CC=CC=C32)NC4=CC=C(C=C4)O.Cl,Active,,,,57
275,85858192,2907793,CC1CC(CN(C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-])C)C,Inactive,,,,42
276,85858193,5017722,C1CC(OC1)CN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=CC(=C4)C(F)(F)F)Cl,Active,,,,95
277,85858194,3120639,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive,,,,4
278,85858195,43815404,CC1=CC(=C2C=C(C(=NC2=C1)NCCCNS(=O)(=O)C3=CC=CC(=C3)C(=O)C)C#N)C,Active,,,,75
279,85858196,3141207,CCC(C)OC(=O)C1=C(NC2=C(C1C3=CC=C(O3)C)C(=O)CC(C2)C4=CC(=C(C=C4)OC)OC)C,Active,,,,82
280,85858197,3154349,CC1=C(C2=C(C=C1)C3(C(=O)N2)NN=C(S3)C4=CC=CC=C4)C,Active,,,,65
281,85858198,989903,CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NC3=C(C=C(S3)C)C(=O)N2CC=C,Active,,,,86
282,85858199,135540618,CN(C)C1=CC=C(C=C1)C=C2C(=NC3=CC=CC=C3)NC(=O)S2,Active,,,,96
283,85858200,991453,COC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Cl)C(=O)NC3=CC=NC=C3,Inactive,,,,29
284,85858201,6401458,CC(C)SC1=NC(=CN=N1)C2=CN=NC(=N2)SC(C)C,Active,,,,100
285,85858202,42804,CC(=O)NC1=CC=CC(=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Unspecified,,,,
286,85858203,3491998,CCOC1=C(C=C(C(=C1)C(C)NC(=O)C2=CC(=CC=C2)OC)Br)OCC,Inactive,,,,37
287,85858204,5055324,CCOC1=C(C=C(C(=C1)C(C)NC(=O)C2=CC=CC=C2)Br)OCC,Inactive,,,,10
288,85858205,4136614,CCOC1=C(C=C(C(=C1)C(C)NC(=O)C2=CC=CC=C2)Cl)OCC,Inactive,,,,49
289,85858206,44351802,C1=CC=C2C(=C1)C=C(N=C2N=C(C3=CC(=CC=C3)Cl)N)C4=CC=CC=N4,Active,,,,99
290,85858207,44521972,COC1=CC=CC(=C1)NC2=NC3=CC=CC=C3C(=N2)N.Cl,Inactive,,,,47
291,85858208,16187033,C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC(=CC=C3)O)NCCO.Cl,Active,,,,55
292,85858209,2952997,CCOC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N.Cl,Inactive,,,,6
293,85858210,9549592,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCCO.Cl,Active,,,,61
294,85858211,1983265,C1=CSC(=C1)C2=C(C(=NC(=C2C#N)SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)N)C#N,Active,,,,96
295,85858212,4662703,COC1=CC(=C(C=C1NC(=O)NC2=CC=CC3=CC=CC=C32)OC)Cl,Active,,,,71
296,85858213,2261114,CCOC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3,Inactive,,,,30
297,85858214,1104215,C1=CC2=C(C=C1NC(=O)C3=CC=C(O3)[N+](=O)[O-])N=C(O2)C4=C(C=C(C=C4)Cl)Cl,Active,,,,78
298,85858215,3743775,C1=CC(=CC=C1C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F)Br,Active,,,,98
299,85858216,2953417,COC1=C(C=C(C=C1)C2CC(=NN2C(=O)C3=CC=CC=C3)C4=CC=CS4)OC,Active,,,,83
300,85858217,4008663,C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)C3=NN(C=C3C=C4C(=O)N=C(S4)N)C5=CC=CC=C5,Active,,,,68
301,85858218,951492,C1CCN(CC1)CCNC2=NC=NC3=C2NC4=C3C=C(C=C4)F,Inactive,,,,44
302,85858219,896851,CSC1=CC=C(C=C1)C=CC(=O)NC(=O)C2=CC=CC=C2O,Active,,,,96
303,85858220,3441067,CC1=C(C2=NC3=CC=CC=C3N2C(=C1CCC#N)NCC4=CC=CC=C4)C#N,Active,,,,99
304,85858221,3524604,C1=CC(=CC(=C1)F)C(CC(=O)C2=CC=C(C=C2)Cl)C#N,Inactive,,,,4
305,85858222,4587983,C1=CC(=CC=C1C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F)F,Active,,,,89
306,85858223,5133345,CC1=CC=C(C=C1)C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F,Inactive,,,,36
307,85858224,3294187,CC1=C(C(=NC2=NC(=NN12)SC)C)CC3=CC(=CC=C3)C(F)(F)F,Active,,,,95
308,85858225,6404647,C1CCC(CC1)NC2=C(N=NC(=N2)C3=CC=CC=N3)C4=CC=CC=C4,Active,,,,80
309,85858226,1481575,CC1=C(C(=NC2=NC(=NN12)SC)C)CC3=CC(=CC=C3)F,Inactive,,,,45
310,85858227,1480692,CC(=O)C1=C(C=CC(=C1)N2CCOCC2)N,Inactive,,,,43
311,85858228,1476278,C1=CN=CC=C1C2=NN=C(O2)SC3=C(C=C(C=N3)C(F)(F)F)Cl,Active,,,,96
312,85858229,2765996,COC1=C(C=C2C(=C1)C(=N)N(C(=N2)SCCCC#N)C3CCCCCC3)OC,Inactive,,,,9
313,85858230,2746653,C1=CC=C(C=C1)CSC2=NNC(S2)C3=CC=CC=N3,Active,,,,65
314,85858231,2745582,CC1=C(C(=NO1)C2=CC=C(C=C2)Cl)C3=CC=NN3S(=O)(=O)C4=CC=C(C=C4)Cl,Active,,,,99
315,85858232,2732899,CN1C(C2CCC3=CC=CC=C3C2=N1)C4=CC=C(C=C4)C#N,Active,,,,85
316,85858233,2820107,CSC1=C(C=C(S1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C#N,Inactive,,,,46
317,85858234,2812217,C1=CC(=CC=C1C#N)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F,Active,,,,91
318,85858235,2810118,CN1C(=C(C(=N1)C(F)(F)F)C2=CC=C(C=C2)F)NC(=O)NC3=C(C=C(C=C3)F)F,Active,,,,98
319,85858236,2810117,CN1C(=C(C(=N1)C(F)(F)F)C2=CC=C(C=C2)OC)NC(=O)NC3=C(C=C(C=C3)F)F,Active,,,,99
320,85858237,2804628,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3=NC(ON3C4=CC=CC=C4)(C)C,Inactive,,,,36
321,85858238,725043,C1=CC(=C(N=C1)SC2=CC=C(C=C2)Cl)C(=O)O,Inactive,,,,4
322,85858239,596073,C1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2Cl)F)F)C(F)(F)F,Active,,,,98
323,85858240,2730123,CC1=CC(=NC(=N1)N)NC2=CC(=CC(=C2)Cl)Cl,Inactive,,,,28
324,85858241,1316619,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC=C(C=C4)Br,Inactive,,,,-4
325,85858242,3286009,COC1=CC2=C(C=C1)C(=NO2)C3=CC=CC=C3,Inactive,,,,34
326,85858243,44521973,C1C2=CC=CC=C2C(=N)N1CC(=O)C3=CC(=C(C=C3)Cl)Cl.Br,Inactive,,,,16
327,85858244,5081716,C1=CC(=C(C=C1NC2=NC=NC3=C2C=C(C=C3)[N+](=O)[O-])Cl)F,Active,,,,65
328,85858245,5088145,C1=CC(=CN=C1)C2=NC(=CC(=N2)NCCCN3C=CN=C3)C4=CC=C(C=C4)F,Active,,,,70
329,85858246,5093681,C1CN(CCC1O)C2=NC(=NC(=C2)C3=CC=CC=N3)C4=CC=CC=N4,Active,,,,97
330,85858247,4524296,C=CCNC1=NC(=NC(=C1)C2=CC=CC=N2)C3=CC=CC=N3,Active,,,,79
331,85858248,19580187,C1=CC(=CC(=C1)F)NC(=O)C2=C(C=CC(=C2)Cl)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,,,,54
332,85858249,4204024,C1CCC(CC1)NC(=O)C2=C(C=CS2)NC(=O)C3=CC=C(C=C3)F,Inactive,,,,11
333,85858250,2823699,C1CN(CCN1C2=C3C=CC(=CC3=NC=C2)Cl)C(=O)C4=C(N(N=C4)C5=CC=CC=C5)C(F)(F)F,Active,,,,94
334,85858251,2810089,CC(C)(C)C1=NN(C(=C1)C(=O)N2CCN(CC2)C3=NC=C(C=C3)C(F)(F)F)CC4=CC=C(C=C4)F,Inactive,,,,26
335,85858252,2809416,CN1C(=C(C(=N1)C(F)(F)F)C2=CC=C(C=C2)Br)NC(=O)CC3=CC=CC=C3F,Active,,,,100
336,85858253,2369167,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)OCC(=O)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C,Active,,,,99
337,85858254,2936210,CCN1C(=O)C(N(C1=S)CC2=CC(=C(C=C2)OC)OC)CC(=O)NC3=CC(=CC=C3)Cl,Active,,,,68
338,85858255,4678785,COC1=C(C=C(C=C1)C2CC(=NN2C(=O)C3=CC=CO3)C4=CC=CS4)OC,Active,,,,97
339,85858256,22422328,CN1C(C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)NC3=CC=C(C=C3)C(F)(F)F)C4=CC=CS4,Active,,,,86
340,85858257,3191424,C1CCC(CC1)NC(=O)C(C2=CC=CS2)N(CCC3=CC=CC=C3)C(=O)C4=CC=CO4,Active,,,,63
341,85858258,2790572,CC1=CC(=C2C=C(C=CC2=N1)Cl)NC3=CC=C(C=C3)OCC4=CC=CC=C4Cl.Cl,Active,,,,58
342,85858259,2190763,CC1=C(C2=CC=CC=C2N1CC(=O)NC3=CC(=CC=C3)OC)C(=O)C(F)(F)F,Active,,,,94
343,85858260,44521975,CCOC1=CC=CC=C1C=CC(=O)NC2=CC3=C(C=C2)N=C(C=C3C)N4CCN(CC4)C,Active,,,,91
344,85858261,3677631,CCN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC(=CC3=C2N(CC3)C(=O)C4CC4)Br,Active,,,,79
345,85858262,44521976,CCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NC(=O)C=CC4=C(C(=CC=C4)OC)OC)C(=C2)C,Inactive,,,,38
346,85858263,5078752,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)CC4=CC=CC=C4,Inactive,,,,47
347,85858264,708734,COC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)Cl,Active,,,,97
348,85858265,1331204,C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC=C(C=C4)NC(=O)C5=CC(=CC=C5)Br,Active,,,,89
349,85858266,3638340,COC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl,Inactive,,,,-2
350,85858267,135526883,CC1=NC(=NC2=CC=CC=C12)/N=C(\N)/NC(=O)NC3CCCCC3,Active,,,,99
351,85858268,3799869,C1=CC(=CC(=C1)Cl)CN2C=C(C=C(C2=O)Cl)C(=O)NC3=CC(=CC(=C3)Cl)Cl,Active,,,,62
352,85858269,1486021,C1=CC(=CC=C1CN2C=C(C=C(C2=O)Cl)C(=O)NC3=CC(=CC(=C3)Cl)Cl)Cl,Active,,,,57
353,85858270,708755,C1=CC(=CC=C1C2=CSC3=C2C(=NC=N3)Cl)Cl,Active,,,,95
354,85858271,2434563,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)OCC(=O)N,Active,,,,96
355,85858272,44521977,C1=CC=C2C(=C1)N(C(=N)N2CC(C3=CC(=C(C=C3)Cl)Cl)O)CC4=CC=C(C=C4)Cl.Cl,Active,,,,99
356,85858273,2336949,CC1=C(N=C(S1)NC(=O)CSC2=CC=CC=C2)C3=CC=C(C=C3)OC,Inactive,,,,31
357,85858274,2329766,CCC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl,Active,,,,97
358,85858275,4289636,COC1=CC=CC(=C1)C(=O)NCC2=NNC(=S)N2C3=CC(=C(C=C3)Cl)Cl,Active,,,,100
359,85858276,3390704,CCCCCCCCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Cl)O,Active,,,,92
360,85858277,3130622,C1CN(CCC1CC2=CC=CC=C2)CC3=CC=C(C=C3)C(=O)NC4=CC5=CC=CC=C5C=C4,Inactive,,,,10
361,85858278,2734765,C1=CC(=CC(=C1)Br)S(=O)(=O)N,Inactive,,,,-5
362,85858279,394188,C1=CC=NC(=C1)C2=NC3=C(C=C(C=C3)C(=O)O)N=C2C4=CC=CC=N4,Inactive,,,,18
363,85858280,279858,CCOC(=O)C1=CC=C(C=C1)NCC2=CC=CC=N2,Inactive,,,,-2
364,85858281,22583664,COC1=CC(=C(C=C1)N2C=CN=C2SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)OC,Active,,,,76
365,85858282,22583657,COC1=CC=CC=C1N2C=CN=C2SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl,Active,,,,97
366,85858283,7150960,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NC=CN2C3=C(C=C(C=C3)OC)OC,Active,,,,93
367,85858284,6493903,CCC(C1=CC=CC=C1)C2=NN3C(=NN=C3S2)C4=CC=CS4,Active,,,,95
368,85858285,4909257,CC1=NC2=NC(=NN2C(=C1)NC3=CC=C(C=C3)Cl)C(F)(F)F,Active,,,,95
369,85858286,16437802,CCC1=NON=C1NC(=O)C2=C(C3=C(O2)C(=C(C=C3)C)C)C,Active,,,,64
370,85858287,3361499,CC1=CC(=NO1)NC(C2=CC=C(C=C2)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive,,,,26
371,85858288,3132205,C1=CC=C(C=C1)C(=O)NC(C2=CC=C(C=C2)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,Active,,,,80
372,85858289,25163017,CC1=CC(=C2C=C(C=CC2=N1)OC)NN=CC3=CC=CC=C3,Inactive,,,,6
373,85858290,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Inactive,,,,0
374,85858291,4112,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,Active,,,,66
375,85858292,4132878,CCC(C)(C)C1=CC(=C(C=C1)OCC(CN2CCCCC2)O)C(C)(C)CC,Inactive,,,,26
